Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
Summary of The 48 Laws of Power,Book Avenue,"Note: This is a summary of The 48 Laws of Power, not the original book. This summary is not endorsed by or affiliated with Robert Greene.",-1.0,267.25,233.0,2,"Literary Theory, History & Criticism",73.0
The Z Factor: My Journey as the Wrong Man at the Right Time,Subhash Chandra,"The pioneer who gate-crashed his way to the top, Subhash Chandra, the promoter of Essel/Zee Group, is an unlikely mogul. Hailing from a small town in Haryana, where his family ran grain mills, Chandra has been a perennial outsider, repeatedly aiming high and breaking into businesses where he was considered an interloper. Starting work as a teen to pay off family debts, Chandra had to rely on bluff, gumption, and sheer hard toil to turn things around. A little bit of luck and political patronage saw him make a fortune in rice exports to the erstwhile USSR. ",4.5,190.0,668.0,1,Biographies & Autobiographies (Books),509.0
Jack: Straight from the Gut,Jack Welch,"In anecdotal detail and with self-effacing humor, Jack Welch gives us the people who shaped his life (most notably his Irish mother) and the big hits and the big misses that characterized his career. Starting at GE in 1960 as an engineer earning $10,500, Jack learned the need for ""getting out of the pile"" when his first raise was the same as everyone else's. He stayed out of the corporate bureaucracy while running a $2 billion collection of GE businesses - in a sweater and blue jeans - out of a Hilton in Pittsfield, Massachusetts.",4.4,213.0,469.0,1,Analysis & Strategy,837.0
Legal Eagles: Stories of the Top Seven Indian Lawyers,Indu Bhan,Indian judicial system has garnered worldwide fame through its historical and remarkable judgements and the hard work of its judges and lawyers rarely catches the glaze of common public. Legal Eagle tries to bridge this gap.,4.1,136.5,879.0,3,Literary Essays,446.0
The Story of Philosophy: The Lives and Opinions of the Greater Philosophers,Will Durant,"The product of 11 years of research, The Story of Philosophy is an endlessly inspiring and instructive chronicle of the world’s greatest thinkers, from Socrates to Santayana. Written with exacting and scrupulous scholarship, it was designed both to command the respect of educators and to capture the interest of the layman. ",4.5,504.5,1054.0,675,Textbooks & Study Guides,1167.0
Feminism Is for Everybody: Passionate Politics,bell hooks,What is feminism?,4.4,182.0,501.0,2,Women's Studies,269.0
"Trust No One: The 39 Clues: Cahills vs. Vespers, Book 5",Linda Sue Park,"A surprising twist brings Amy and Dan back to New England for their first mission on U.S. soil since the beginning of the Clue hunt. But being close to home is anything but a comfort. The siblings have learned that there's a mole in the Cahill organization.... And the traitor is one of their closest confidantes. However, this betrayal is overshadowed when Amy and Dan make an even more devastating discovery: the truth about the Vespers' real plan. Burdened with this terrifying information, Amy and Dan are forced to ask an impossible question: Is it more important to save the hostages...or stop the Vespers?",4.7,144.5,586.0,3,gs for Children,281.0
Chakra Clearing: A Morning and Evening Meditation to Awaken Your Spiritual Power,Doreen Virtue Ph.D.," The program starts with a morning meditation designed to begin your day with a bright, positive energy frequency and surround you with healing light. The relaxing evening meditation that follows clears away energy that you may have absorbed during the day, and invites angels to enter your dreams and give you divine messages. ",-1.0,267.25,257.0,3,Personal Success,45.0
Marriage for One,Ella Maise,"Jack and I, we did everything backward. The day he lured me into his office - which was also the first day we met - he proposed. You'd think a guy who looked like him - a bit cold maybe, but still striking and very unattainable - would only ask the love of his life to marry him, right? You'd think he must be madly in love.",4.4,127.0,1003.0,2,Romance (Books),948.0
Pretty Reckless,L.J. Shen,We were supposed to be best friends....,4.7,588.0,836.0,2,Romance (Books),655.0
The Richest Engineer: Mastering the Art of Wealth Creation,Abhishek Kumar,A story that will unravel the secrets of the rich.  ,4.5,134.0,668.0,713,Personal Development & Self-Help,381.0
10 Essential Success Mantras from the Bhagavad Gita (Rupa Quick Reads),Vimla Patil,"For thousands of years, the Bhagavad Gita has inspired millions of saints, leaders, scientists, philosophers and ordinary people around the world. In this quick read, Vimla Patil draws valuable success mantras from the philosophical text that are sure to take your life to the next level. ",4.2,45.0,233.0,3,Leadership,26.0
The Innocent Man,John Grisham," In baseball's major-league draft of 1971, the first player chosen from the Oklahoma was Ron Williamson. When he signed with the Oakland A's, he said goodbye to his hometown of Ada and left to pursue his dreams of big-league glory. Six years later he was back, his dreams broken by a bad arm and bad habits: drinking, drugs, and women. He began to show signs of mental illness. Unable to keep a job, he moved in with his mother and slept 20 hours a day on her sofa.",4.3,2033.5,615.0,3,True Accounts (Books),353.0
Guide (Hindi Edition),R.K. Narayan,"R.K. Narayan’s reputation as one of the founding figures of Indian writing in English is re-examined in this comprehensive study of his fiction, which offers detailed readings of all his novels. Arguing against views that have seen Narayan as a chronicler of “authentic” Indianness, John Thieme locates his fiction in terms of its specific South Indian contexts and cultural geography and its non-Indian intertexts. The study also considers the effect that Narayan’s writing for overseas publication had on novels such as Swami and Friends, The Guide and The Man-Eater of Malgudi. ",4.6,23.0,668.0,2,"Literary Theory, History & Criticism",522.0
"Mental Models: 30 Thinking Tools that Separate the Average from the Exceptional: Improved Decision-Making, Logical Analysis, and Problem-Solving",Peter Hollins,"Thirty practical and applicable guidelines to think smarter, faster, and with expert insight (even if you aren’t one).",4.5,140.5,501.0,2,Personal Development & Self-Help,237.0
"Just. You. Wait.: Patience, Contentment, and Hope for the Everyday",Tricia Lott Williford,"Everybody waits. We wait for a spouse, wait for a baby, wait on our children, wait for our parents. We wait for clarity and direction. We wait on a job, a promotion, a new direction. We wait for hope, for healing, and for miracles. We wait on God. And when we misunderstand what waiting is about, we can get confused about what God is up to. Waiting is one of God’s favorite tools. He can do certain things in our hearts, our lives, and our relationships while we wait - things we cannot experience once we’ve opened the gift we have been waiting for. So just you wait, because everyone takes their turn in the waiting room. It’s a long and painful fact of life, but shortcuts and microwaves aren’t the answer. God is at work behind the scenes in invisible ways you can’t see...yet. Just you wait and see how ready you’ll be if you spend your waiting well. Because when your opportunity comes, you don’t want to spend more time on the bench. When you wait well, you can say, “Look out, world: I am getting ready to shine. Just you wait.” In this audiobook, Tricia discusses the joy hidden in the discipline of waiting, and the practices of believing God is for you and working on your behalf, even when the work of His hand is hard to find. ",4.9,22.5,586.0,3,Christian Spiritual Growth,296.0
Super Pumped: The Battle for Uber,Mike Isaac,"A New York Times technology correspondent presents the dramatic rise and fall of Uber, set against the rapid upheaval in Silicon Valley during the mobile era. ",4.6,318.0,1171.0,2,Industries,772.0
The Beginner's Guide to Stoicism: Tools for Emotional Resilience & Positivity,Matthew J. Van Natta,"Optimize joy, overcome obstacles - discover the calm of stoicism  ",4.6,229.5,501.0,3,Ethics & Morality Philosophy,187.0
The Wealth of Nations,Adam Smith,"The Wealth of Nations, first published in 1776, is the first book of modern political economy and still provides the foundation for the study of that discipline. An Enquiry into the Nature and Causes of the Wealth of Nations, to give it is full title, was an immediate best seller and has since rightfully claimed its place in the Western intellectual canon. Its author, Adam Smith (1723-1790), was one of the brightest stars of the 18th-century Scottish Enlightenment. ",4.6,236.0,2185.5,1,Theory & Philosophy,2518.0
The Wealth of Nations,Adam Smith,"The foundation for all modern economic thought and political economy, The Wealth of Nations is the magnum opus of Scottish economist Adam Smith, who introduces the world to the very idea of economics and capitalism in the modern sense of the words. Smith details his argument in five books: ",4.5,458.5,1524.0,3,United States History (Books),2203.0
The Clash of Civilizations?,Samuel P. Huntington,"World politics is entering a new phase, in which the great divisions among humankind and the dominating source of international conflict will be cultural.",4.0,91.5,65.0,1,Textbooks & Study Guides,76.0
Blasphemy: The Trial of Danesh Masih,Osman Haneef,"A Christian boy in Pakistan is accused of blasphemy - a crime punishable by death. Haunted by a tragic past, a young lawyer named Sikander Ghaznavi returns to Pakistan after many years abroad and takes on the defence of the boy. He reaches out to the sharpest human rights lawyer he knows - the woman he has loved for years, but now another man’s wife. As they deal with their unresolved feelings, the lawyers confront a corrupt system, a town turned against them, and a prophecy that predicts their death. Will they save the boy? Or will the city of Quetta, its prejudice inflamed by religious extremists, consume them and deliver them to a deadly fate?",4.9,13.0,668.0,2,"Crime, Thriller & Mystery (Books)",435.0
Living with a SEAL: 31 Days Training with the Toughest Man on the Planet,Jesse Itzler,Entrepreneur Jesse Itzler will try almost anything. He brazenly pretended to be an established hip-hop artist to secure a meeting with a studio head - and it led to a record deal. He convinced a bunch successful business executives to invest in an unprecedented business plan - and it turned into Marquis Jet. He sincerely offered to run a 100-mile race in Spanx to get the attention of the beautiful founder of the company - and ended up marrying her. ,4.7,1848.0,500.0,357,Christianity (Books),318.0
"Queen of Air and Darkness: The Dark Artifices, Book 3 (A Shadowhunter Novel)",Cassandra Clare,"Dark secrets and forbidden love threaten the very survival of the Shadowhunters in Cassandra Clare’s Queen of Air and Darkness, the final novel in the number one New York Times and USA Today best-selling The Dark Artifices trilogy. Queen of Air and Darkness is a Shadowhunters novel.",4.7,2104.5,1138.0,2,Children's Literature & Fiction (Books),1824.0
The Nature of Fear: Fear Is Nothing But Absence of Love,OSHO,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",-1.0,267.25,167.0,3,Personal Development & Self-Help,36.0
The Monkey King,Shobha Viswanath,"After tasting the delicious and juicy mango, the King of Benares and his army have arrived at the Monkey Kingdom in search of more mangoes. Can Kapi the monkey king find a way to protect his subjects? A timeless Jataka story that warms your heart again and again! ",4.6,17.0,75.0,2,Animal Fiction for Children,27.0
Make Him BEG for Your Attention: 75 Communication Secrets for Captivating Men to Get the Love and Commitment You Deserve,Bruce Bryans,"Men give their undivided attention to those who respect them. If a man doesn't feel respected while communicating with you, he'll find the respect he needs elsewhere. The woman who knows how to communicate with men can influence the man she wants without resorting to that miniskirt he loves. A man craves the attention of a graceful woman who knows exactly what to say to him, when to say it, and, most importantly, how to say it to get what she wants. Men love being gracefully influenced by the woman they adore. If you're interested in learning how to talk to a man so he opens up to you, listens to you, and willingly gives you what you want without a fuss, this book will help you communicate with men more effectively. Here's what you're going to learn inside: ",4.0,145.5,233.0,2,Relationships,118.0
"Handling an Indecisive Client: The Push, the Pull, and Persist: Sales Hooks from Sell It Like Serhant",Ryan Serhant,National Best Seller ,-1.0,267.25,500.0,2,Analysis & Strategy,6.0
The Winning Way: Learnings from Sport Managers,Anita Bhogle,"What do sporting champions do, what makes winning teams, who is a good leader, why do only some teams keep winning while others win only for a while and then lose? ",4.4,101.5,668.0,1,Analysis & Strategy,345.0
Indica: A Deep Natural History of the Indian Subcontinent,Pranay Lal,The first definitive natural history of the Indian subcontinent. ,4.7,204.0,879.0,1,Biological Sciences,720.0
Penthouse: A Collection of Erotic Bedtime Stories,The Editors of Penthouse Magazine,For Adults Only: Explicit language. Must be 18 years of age to purchase.,3.7,12.0,1002.0,3,Contemporary Fiction (Books),532.0
On War,Carl Von Clausewitz,"Carl von Clausewitz was a Prussian general and military theorist. On War (also widely known by its German name Vom Kriege) is considered to be Clausewitz’s magnum opus, despite the fact it remained unfinished at the time of his death. ",3.6,178.0,1969.0,2,Military History (Books),682.0
Death's End,Cixin Liu,"Half a century after the Doomsday Battle, the uneasy balance of Dark Forest Deterrence keeps the Trisolaran invaders at bay. ",4.6,1272.0,1138.0,2,Science Fiction (Books),1751.0
Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,Max Tegmark,"Max Tegmark leads us on an astonishing journey through past, present and future, and through the physics, astronomy, and mathematics that are the foundation of his work, most particularly his hypothesis that our physical reality is a mathematical structure and his theory of the ultimate multiverse. In a dazzling combination of both popular and groundbreaking science, he not only helps us grasp his often mind-boggling theories, but he also shares with us some of the often surprising triumphs and disappointments that have shaped his life as a scientist. Fascinating from first to last - this is a book that has already prompted the attention and admiration of some of the most prominent scientists and mathematicians.",4.4,624.5,1256.0,3,Astronomy (Books),922.0
Landmark Judgments That Changed India,Asok Kumar Ganguly,"The executive, the legislature and the judiciary are the three branches of government, both state and central, in India. Of these, it is the judiciary's task to uphold constitutional values and ensure justice for all. The interpretation and application of constitutional values by the judicial system has had far-reaching impact, often even altering provisions of the Constitution itself. Although our legal system was originally based on the broad principles of the English common law, over the years it has been adapted to Indian traditions and been changed, for the better, by certain landmark verdicts. ",4.1,63.0,501.0,1,Textbooks & Study Guides,321.0
Anne Frank and Me,Cherie Bennett,"In one moment Nicole Burns's life changes forever. The sound of gunfire at an Anne Frank exhibit, the panic, the crowd, and Nicole is no longer Nicole. Whiplashed through time and space, she wakes to find herself a privileged Jewish girl living in Nazi-occupied Paris during World War II. ",4.6,15.5,668.0,29,Historical Fiction for Teens,477.0
World Order: Reflections on the Character of Nations and the Course of History,Henry Kissinger,"Penguin presents the unabridged, downloadable audiobook edition of World Order by Henry Kissinger, read by Nicholas Hormann. ",4.5,839.5,957.0,3,Democracy,849.0
Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,"Penguin presents the audiobook edition Winners Take All: The Elite Charade of Changing the World, written and read by Anand Giridharadas. ",4.5,697.0,752.0,847,Capitalism,576.0
Infinite Powers: How Calculus Reveals the Secrets of the Universe,Steven Strogatz,"Without calculus, we wouldn't have cell phones, TV, GPS, or ultrasound. We wouldn't have unraveled DNA or discovered Neptune or figured out how to put 5,000 songs in your pocket.    ",4.7,420.0,703.0,2,Expeditions & Discoveries (Books),641.0
The Millionaire Real Estate Investor,Gary Keller,"You'll learn about the myths about money and investing that hold people back and how to develop the mindset of a millionaire investor; how to develop sound criteria for identifying great real-estate investment opportunities; how to zero in on the key terms of any transaction and achieve the best possible deals; and how to develop the ""dream team"" that will help you build your millionaire investment business.",4.6,756.5,1384.0,345,ance,561.0
"The Future of Humanity: Terraforming Mars, Interstellar Travel, Immortality, and Our Destiny Beyond",Michio Kaku,"Penguin presents the audiobook edition of The Future of Humanity by Michio Kaku, read by Feodor Chin. ",4.7,531.0,820.0,903,Cosmology,742.0
"Flawless Consulting: A Guide to Getting Your Expertise Used, Third Edition",Peter Block,"When the landmark best-seller Flawless Consulting was first published more than three decades ago, it was quickly adopted as the ""consultant's bible."" With his legendary warmth and passion, Peter Block explained how to deal effectively with clients, peers, and others. The book continues to speak to people in a support function inside organizations as well as to external consultants. ",4.5,263.5,820.0,3,Analysis & Strategy,561.0
"Flawless Consulting: A Guide to Getting Your Expertise Used, Third Edition",Peter Block,"When the landmark best-seller Flawless Consulting was first published more than three decades ago, it was quickly adopted as the ""consultant's bible."" With his legendary warmth and passion, Peter Block explained how to deal effectively with clients, peers, and others. The book continues to speak to people in a support function inside organizations as well as to external consultants. ",4.5,264.0,820.0,3,Analysis & Strategy,561.0
"The No-BS Guide to English Vocabulary and Effective Communication: An Interactive Road-Map to Learning Words, Fixing Spellings, and Building Fluent Pronunciation Skills Forever",Jason Durham,Are Duolingo and Rosetta Stone failing you?,4.9,19.0,501.0,1,Vocabulary Books,194.0
An Introduction to Indian Philosophy,Satischandra Chatterjee,"The object of this book is to provide a simple introduction to the Indian systems of philosophy. Each one of these systems has had a vast and varied development. Attempt has been made to introduce the listener to the spirit and outlook of Indian philosophy and help him to grasp thoroughly the central ideas rather than acquaint him with minute details. Modern students of philosophy feel many difficulties in understanding the Indian problems and theories. Their long experience with university students has helped the authors to realise these, and they have tried to remove them as far as possible. This accounts for most of the critical discussions which could otherwise have been dispensed with.",4.4,253.5,836.0,2,Textbooks & Study Guides,871.0
A Long Petal of the Sea,Isabel Allende,"Bloomsbury presents A Long Petal of the Sea by Isabel Allende, read by Edoardo Ballerini.  ",4.5,1316.0,645.0,1,War & Military Fiction,586.0
Zero to Hero (Hindi Edition),Rashmi Bansal,Mahima Mehra did it.,-1.0,267.25,836.0,1,Personal Development & Self-Help,695.0
Kaise Chunein Khane Ka Tel [How to Choose Edible Oil],Shameem Khan,"Cooking oil is an essential commodity to Indian cooking and food, however it has been seen that people are usually confused about which cooking oil to use. Everyday advertising only makes this problem chronic since every brand claims to be healthy and to be the best. It is because of the above that people struggle with the following questions:",2.0,1.0,233.0,2,g & Wellness,23.0
Dhyan Ki Bhumika (Hindi),OSHO,"Kya aap dhyan karna chahte hai? to phir yah pravachan sune. Osho ke sutra saral hai: Ekant dyan ki bhumika hai, avyastata dhyan ka dvar hai, prakriti sannidhya dhyan me atyant sahayogi hai.Vichar shant ho jaye, akash se badaliya chali jayen, akash hi bache jo chetna se alokit ho.",-1.0,267.25,167.0,3,"d, Body & Spirit",93.0
Living in the Light,Shakti Gawain,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.7,109.0,421.0,3,Spirituality (Books),180.0
IIMA: Day to Day Economics,Satish Deodhar,"The economy isn’t just for the economists to debate on. All of us are affected by its ups and downs - global recession, rise in interest rates, or hike in food prices. But do we understand the principles at work and how and why they really affect us? ",4.4,638.0,1005.0,3,Textbooks & Study Guides,294.0
Executive Presence: The Missing Link between Merit and Success,Sylvia Ann Hewlett,"Do you exude confidence and credibility? Can you command a room? Sylvia Ann Hewlett, one of the world's most influential business thinkers, cracks the code of Executive Presence (EP) for men and women intent on winning the next plum assignment and doing something extraordinary with their lives. ",4.3,245.5,10378.0,2,Leadership,377.0
Zindagi Aais Pais,Nikhil Sachan,"Zindagi Aais Pais, a short story collection, is Nikhil's second book after the remarkable success of his debut book Namak Swadanusar. In this book, Nikhil continues taking his listeners along for a journey that tries to solve the riddles of basic human existence - riddles of love, of childhood's lost and found, of relationships and of our day-to-day trials.  ",4.1,198.0,501.0,3,Short Stories (Books),244.0
Artificial Intelligence in Practice: How 50 Successful Companies Used AI and Machine Learning to Solve Problems,Bernard Marr,"Artificial Intelligence in Practice is a fascinating look into how companies use AI and machine learning to solve problems. Presenting 50 case studies of actual situations, this book demonstrates practical applications to issues faced by businesses around the globe. The rapidly evolving field of artificial intelligence has expanded beyond research labs and computer science departments and made its way into the mainstream business environment. Artificial intelligence and machine learning are cited as the most important modern business trends to drive success. It is used in areas ranging from banking and finance to social media and marketing. This technology continues to provide innovative solutions to businesses of all sizes, sectors, and industries. This engaging and topical book explores a wide range of cases illustrating how businesses use AI to boost performance, drive efficiency, and analyze market preferences. ",3.7,41.0,703.0,-1,",            5 star,          ,            ,              41%,            ,",422.0
Sidemen: The Audiobook,The Sidemen,"They're loud. They're proud. They took over your screens with their unique brand of entertainment, and now The Sidemen are ready to spill all their dirty secrets with Sidemen: The Audiobook. ",4.7,677.0,569.0,2,Graphics & Design,314.0
The Old Patagonian Express,Paul Theroux,"The Old Patagonian Express tells of Paul Theroux's train journey down the length of North and South America. Beginning on Boston's subway, he depicts a voyage from ice-bound Massachusetts to the arid plateau of Argentina's most southerly tip. ",4.2,102.5,990.0,2,United States Politics & Government,1003.0
On Hinduism,Wendy Doniger,"In this magisterial volume of essays, Wendy Doniger enhances our understanding of the ancient and complex religion to which she has devoted herself for half a century. This series of interconnected essays and lectures surveys the most critically important and hotly contested issues in Hinduism over 3,500 years, from the ancient time of the Vedas to the present day. ",3.8,74.5,1338.0,3,Christianity (Books),1848.0
Tinker Tailor Soldier Spy,John le Carré,"Mr George Smiley is small, podgy, and at best, middle-aged. He is disillusioned, wrestles with idleness, and has been deserted by his beautiful wife. He is also compassionate, ruthless, and a senior British intelligence officer in short-lived retirement from the Circus, the British Secret Service organisation situated in London. But Moscow centre has infiltrated a mole into the Circus, and it's more than likely the perpetrator is Karla, Smiley's old adversary and his opposite number in Moscow. And when, at the dead of night, a member of the Cabinet offers Smiley the job to 'clean the stable, do whatever is necessary', it becomes a long and bitter battle of wits between Smiley, the master of deceit, and the enigmatic Karla.",4.4,1038.5,1195.0,1,Crime Thrillers,768.0
Tinker Tailor Soldier Spy,John le Carré,"Mr George Smiley is small, podgy, and at best, middle-aged. He is disillusioned, wrestles with idleness, and has been deserted by his beautiful wife. He is also compassionate, ruthless, and a senior British intelligence officer in short-lived retirement from the Circus, the British Secret Service organisation situated in London. But Moscow centre has infiltrated a mole into the Circus, and it's more than likely the perpetrator is Karla, Smiley's old adversary and his opposite number in Moscow. And when, at the dead of night, a member of the Cabinet offers Smiley the job to 'clean the stable, do whatever is necessary', it becomes a long and bitter battle of wits between Smiley, the master of deceit, and the enigmatic Karla.",4.4,1039.0,1195.0,1,Crime Thrillers,768.0
2001: A Space Odyssey,Arthur C. Clarke,"This allegory about humanity's exploration of the universe, and the universe's reaction to humanity, was the basis for director Stanley Kubrick's immortal film, and lives on as a hallmark achievement in storytelling.",4.6,961.0,352.0,1,Space Opera Science Fiction,402.0
"Vinaashkaari Pralay: Harappa, Book 2",Vineet Bajpai,“Even death is afraid of the White Mask.”,4.4,91.0,668.0,835,Historical Fiction (Books),556.0
Kitne Pakistan?,Kamleshwar,"Kitne Pakistan? is a 2000 Hindi novel by Kamleshwar, a noted 20th-century Hindi writer. A pioneer of the Nayi Kahani (New Story) movement of the 1950s, and later a screenwriter for Hindi cinema, Kamleshwar’s novel, employing allegory and realism, deals with a vast expanse of human history, as it follows the rise of sectarianism, nationalism, Hindutva and communalism. Kitne Pakistan? casts doubts about the true motives of the people who make decision on behalf of and for common people, who throughout history have been bearing the brunt of their decision. The novel chronicles the violence and bloodshed in the aftermath of partition of India in 1947 and examines the nature and futility of divisive politics and religion.",4.3,150.0,1003.0,3,Contemporary Fiction (Books),1017.0
"Easy Money, Book 2: The Evolution of the Global Financial System to the Great Bubble Burst",Vivek Kaul,"The second book in the Easy Money trilogy discusses how the global financial system evolved in the aftermath of the First World War and how that finally led to the dot-com crash in the United States, in the early 2000s. It gives an overview of how in the aftermath of the First World War, Europe was in major trouble. The book also analyzes how the United Kingdom of Great Britain, which was once the premier nation of the world, lost out to its former colony, the United States of America. ",4.8,42.0,836.0,3,Economic History (Books),663.0
The Book of Why: The New Science of Cause and Effect,Judea Pearl,How the study of causality revolutionized science and the world,4.5,422.0,1005.0,2,Society & Culture (Books),914.0
To the Brink and Back: India's 1991 Story,Jairam Ramesh,"In 1991 India faced its 'Greece moment': an unprecedented financial crisis against the backdrop of political uncertainty and crumbling investor confidence. On 21 June 1991, P. V. Narasimha Rao became prime minister and appointed Dr Manmohan Singh as finance minister. In less than 35 days, the Rao-Singh duo ushered in momentous changes in economic policy - those that transformed the country. ",4.1,79.0,668.0,3,Political Science History & Theory,516.0
Ayurvedic Wellness: The Art and Science of Vibrant Health,Suhas Kshirsagar BAMS,"Discover the Ancient Science of Health, Vitality, and Happiness ",5.0,2.0,1148.0,970,Middle Eastern History (Books),382.0
The One Thing (Hindi Edition): Asadharan Kaamyabi ki Asaan Raah,Gary Keller,"The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results is a 2013 book written by authors Gary Keller and Jay Papasan. The book, The One Thing, explains how the habit to succeed can be incorporated in our life to overcome the hurdles like the lies that will block our success, the thieves that will steal our time and increase our concentration in the purpose, the way we prioritize and the productivity of our business. The book comes in handy for people involved in business and helps them increase the efficiency of their work and remove hindering factors. The book is easy to listen to and substantial in the ideas it conveys.",-1.0,267.25,668.0,395,Analysis & Strategy,448.0
"The Tea Planter's Daughter: The India Tea Series, Book 1",Janet MacLeod Trotter,"Lush, green, fragrant: the Indian hills of Assam are full of promise. But eighteen-year-old Clarissa Belhaven is full of worry. The family tea plantation is suffering, and so is her father, still grieving over the untimely death of his wife, while Clarissa's fragile sister, Olive, needs love and resourceful care. ",4.5,1028.5,603.0,2,Fiction Sagas,942.0
Falling into Grace: Insights on the End of Suffering,Adyashanti,"Adyashanti asks us to let go of our struggles with life and open to the full promise of spiritual awakening: the end of delusion and the discovery and expression of our essential being. After 15 years as a spiritual teacher, Adyashanti has found that the simpler the teaching, the greater its power to initiate this awakening.",4.7,352.0,1148.0,2,Buddhism (Books),616.0
In Cold Blood,Truman Capote,"As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. In Cold Blood is a work that transcends its moment, yielding poignant insights into the nature of American violence.",4.6,2717.0,1131.0,974,"Crime, Thriller & Mystery (Books)",867.0
Sales Management. Simplified: The Straight Truth About Getting Exceptional Results from Your Sales Team,Mike Weinberg,Because managing sales doesn't have to be so complicated. ,4.7,267.0,668.0,2,ess Management,417.0
Airport,Arthur Hailey,"The number one New York Times best-selling thriller about an airport thrust into chaos by a whiteout blizzard: ""A spellbinder"" (The Denver Post).",4.4,270.5,820.0,2,Action & Adventure (Books),1157.0
"Drama Queen: Dork Diaries, Book 9",Rachel Renée Russell,TOTAL DISASTER!!! Mean girl MacKenzie has stolen Nikki's diary! What if she tells everyone Nikki's totally secret thoughts?! ,4.6,466.0,797.0,2,Children's Comics & Graphic Novels,224.0
So Long and Thanks for All the Fish,Douglas Adams,"There is a knack to flying. The knack lies in learning how to throw yourself at the ground and miss. It’s not an easy thing to do and Arthur Dent thinks he’s the only human who’s been able to master this nifty little trick - until he meets Fenchurch, the girl of his dreams. Fenchurch knows how the world could be made a good and happy place. Unfortunately she’s forgotten. Convinced that the secret lies within God’s Final Message to His Creation they go in search of it. And in a dramatic break with tradition - actually find it....",4.7,232.0,323.0,3,Humorous Fiction,279.0
We Shouldn't,Vi Keeland,"From number one New York Times best-selling author Vi Keeland comes a new, sexy stand-alone novel.",4.6,539.5,668.0,3,Romance (Books),516.0
Selling Technology the Sandler Way: Finding Technical Solutions That Win Long-Term Business Relationships,Rich Chiarello,"Rich Chiarello offers sales teams tasked with selling technical solutions a proven program for success, based on the Sandler Selling System. He shows salespeople how to identify the most pressing business problem that their tool, application, or platform solves - and how to create a joint project plan that delivers value for both buyer and seller.",5.0,12.0,586.0,3,Analysis & Strategy,183.0
The Viking Spirit: An Introduction to Norse Mythology and Religion,Daniel McCoy,"The Viking Spirit is an introduction to Norse mythology like no other. As you’d expect from Daniel McCoy, the creator of the endearingly popular website ""Norse Mythology for Smart People"", it’s written to scholarly standards, but in a simple, clear, and entertaining style that’s easy to understand and a pleasure to listen to. It includes gripping retellings of no less than 34 epic Norse myths - more than any other book in the field - while also providing an equally comprehensive overview of the fascinating viking religion of which Norse mythology was a part. You’ll learn about the vikings’ gods and goddesses, their concept of fate, their views on the afterlife, their moral code, how they thought the universe was structured, how they practiced their religion, the role that magic played in their lives, and much more. With its inclusion of the latest groundbreaking research in the field, The Viking Spirit is the ultimate introduction to the timeless splendor of Norse mythology and religion for the 21st Century.",4.7,534.5,836.0,-1,",            5 star,          ,            ,              81%,            ,",659.0
The Higgs Boson and Beyond,Sean Carroll,"The discovery of the Higgs boson is a triumph of modern physics. The hunt for the Higgs was the subject of wide media attention due to the cost of the project, the complexity of the experiment, and the importance of its result. And, when it was announced with great fanfare in 2012 that physicists has succeeded in creating and identifying this all-important new particle, the discovery was celebrated around the world. ",-1.0,267.25,501.0,1,Textbooks & Study Guides,380.0
The Complete TurtleTrader: How 23 Novice Investors Became Overnight Millionaires,Michael W. Covel,"This is the true story behind Wall Street legend Richard Dennis, his disciples, the Turtles, and the trading techniques that made them millionaires. What happens when ordinary people are taught a system to make extraordinary money? Richard Dennis made a fortune on Wall Street by investing according to a few simple rules. Convinced that great trading was a skill that could be taught to anyone, he made a bet with his partner and ran a classified ad in the Wall Street Journal looking for novices to train. His recruits, later known as the Turtles, had anything but traditional Wall Street backgrounds; they included a professional blackjack player, a pianist, and a fantasy game designer. For two weeks, Dennis taught them his investment rules and philosophy, and set them loose to start trading, each with a million dollars of his money. By the time the experiment ended, Dennis had made $100,000,000 from his Turtles and created one killer Wall Street legend. In The Complete Turtle Trader, Michael W. Covel, best-selling author of Trend Following and managing editor of TurtleTrader.com, the leading website on the Turtles, tells their riveting story with the first ever on-the-record interviews with individual Turtles. He describes how Dennis interviewed and selected his students, details their education and experiences while working for him, and breaks down the Turtle system and rules in full. He reveals how they made astounding fortunes, and follows their lives from the original experiment to the present day. Some have grown even wealthier than ever, and include some of today's top hedge fund managers. Equally important are those who passed along their approach to a second generation of Turtles, proving that the Turtles' system truly is reproducible, and that anyone with the discipline and the desire to succeed can do as well as - or even better than - Wall Street's top hedge fund wizards. These rules worked - and still work today - for everyone. ",4.4,412.5,836.0,2,ance,608.0
