Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
The Foundation Trilogy (Dramatized),Isaac Asimov,4.6,395.0,140.0,1,Science Fiction (Books),469.0,the opening episode begin trantor capital galactic empire meeting seldon dornick trial exile terminus the action jump forward year first seldon crisis repercussion recent independence four kingdom periphery felt terminus handled first mayor salvor hardin the scene move forward year mayor hardin face domination nearby powerful kingdom anacreon,3
Underworld: The Mysterious Origins of Civilization,Graham Hancock,4.5,196.5,1338.0,110,Earth Sciences Books,1893.0,from graham hancock author fingerprint god come mesmerizing book take u captivating underwater voyage find ruin lost civilization hidden thousand year beneath world ocean,3
The P.G. Wodehouse Collection,P. G. Wodehouse,4.4,137.0,422.0,2,"Crime, Thriller & Mystery (Books)",942.0,this title includes entire audiobook right ho jeeves also wodehouse title current classic tale library it also includes jeeves short story available collection extricating young gussie the complete running time hour here list title leave it to jeeves jeeves unbidden guest the aunt sluggard death excelsior jeeves egg jeeves springtime the man upstairs jeeves chump cyril jeeves take charge deep water the man who disliked cat extricating young gussie right ho jeeves unabridged novel seven hour length all title remastered never sounded better,3
"The Unicorn Project: A Novel About Developers, Digital Disruption, and Thriving in the Age of Data",Gene Kim,4.6,598.0,836.0,2,Industries,744.0,the phoenix project wowed reader now come the unicorn project,3
The Curious Incident of the Dog in the Night-Time (Unabridged),Mark Haddon,4.5,5410.0,888.0,1,Family Life Fiction,359.0,the dog lying grass middle lawn front mr shear house it looked running side way dog run think chasing cat dream but dog running asleep the dog dead there garden fork sticking dog,3
Peppa Pig: Dentist Trip and Other Audio Stories,Ladybird,-1.0,267.25,410.0,1,Children's Literature & Fiction (Books),23.0,peppa pig come audio,3
Get Better at Getting Better,Chandramouli Venkatesan,4.4,133.0,879.0,3,Analysis & Strategy,365.0,what make people succeed why people succeed others struggle despite working hard,3
The Story of My Life,Helen Keller,4.4,968.5,501.0,2,Anthologies (Books),262.0,helen keller overcame seemingly insurmountable obstacle deafness blindness become icon perseverance respected honored reader historian activist her autobiography the story my life published united state still read today ability motivate reassure reader,3
"Not a Penny More, Not a Penny Less",Jeffrey Archer,4.4,1006.5,323.0,1,Psychological Thrillers,452.0,do get mean get even one million dollar harvey metcalfe lifelong king shady deal pulled empty promise oil bonanza instant rich overnight four men heir earldom harley street doctor bond street art dealer oxford find penniless but time harvey swindled wrong men they band together shadow casino monte carlo window ascot hallowed lawn oxford their plan simple sting crook exactly lost penny penny less,3
If God Was a Banker,Ravi Subramanian,4.1,222.0,668.0,2,Literature & Fiction (Books),555.0,two young manager graduate nothing similar family background temperament join new york international bank day take entirely different route success,2
Sita Ke Paanch Nirnay [Sita or Five Decisions],Devdutt Pattanaik,4.1,57.0,233.0,2,Short Stories (Books),90.0,this collection best story selected nobel prize winner rabindranath tagore,1
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,5990.5,683.0,2,g (Books),356.0,now netflix series winner fortnum mason best debut food book sunday time food book year new york time best seller,2
Happy: Why More or Less Everything Is Absolutely Fine,Derren Brown,4.4,897.0,1093.0,1,Textbooks & Study Guides,872.0,brought penguin,4
"The Google Resume: How to Prepare for a Career and Land a Job at Apple, Microsoft, Google, or any Top Tech Company",Gayle Laakmann McDowell,4.4,88.0,668.0,2,Analysis & Strategy,488.0,the google resume book available win coveted spot google microsoft apple top tech firm gayle laakmann mcdowell worked google engineering three year served hiring committee interviewed candidate she interned microsoft apple interviewed received offer tech firm if student learn study prepare school well career path consider if job seeker get edge competition learning hiring procedure making stand candidate,3
Introduction - Welcome to The Art of Happiness,Benjamin Bonetti,3.9,8.0,0.0,36,Personal Success,0.0,the art happiness ben bonetti series tailored help set mind living longer happier life with year experience development ben helped million change life better,3
"The Visitor: Jack Reacher, Book 4",Lee Child,4.5,5110.5,1093.0,2,Mysteries,857.0,random house present audiobook edition the visitor lee child read jeff harding,0
"The Flavour of Spice: Journeys, Stories, Recipes",Marryam H Reshii,4.4,49.0,668.0,2,g (Books),551.0,a book celebrates spice integral way shape eat,3
How the Sea Became Salty,Sudha Murty,4.4,194.0,200.0,1,Children's Traditional Stories (Books),10.0,a long long time ago seawater sweet drinkable how became salty remarkable story,2
Finish: Give Yourself the Gift of Done,Jon Acuff,4.7,522.0,754.0,2,Personal Success,298.0,from new york time author jon acuff book want relief always starting never done,2
Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,-1.0,267.25,668.0,3,Personal Development & Self-Help,411.0,sunlight beginning spill across malibu coastline i begin preface and deep indigo tint pacific ocean time morning seems match depth pleasure i feeling i imagining value receive revelation within book,3
"Exponential Organizations: New Organizations Are Ten Times Better, Faster, and Cheaper Than Yours (and What to Do About It)",Salim Ismail,4.7,561.5,836.0,2,ess Management,671.0,in business performance key in performance organize key growth in past five year business world seen birth new breed company exponential organization revolutionized company accelerate growth using technology an exo eliminate incremental linear way traditional company get bigger leveraging asset like community big data algorithm new technology achieving performance benchmark time better peer three luminary business world salim ismail yuri van geest mike malone researched phenomenon documented characteristic exponential organization here exponential organization walk listener company startup multinational become exo streamline performance grow next level,3
"Life, the Universe, and Everything",Douglas Adams,4.6,202.5,323.0,2,Contemporary Fiction (Books),344.0,in consequence number stunning catastrophe arthur dent surprised find living hideously miserable cave prehistoric earth however think thing get possibly worse suddenly he discovers galaxy big bewildering also thing happen staggeringly unfair,3
Learn Spanish - Word Power 101: Absolute Beginner Spanish #6,Innovative Language Learning,3.4,714.0,0.0,-1,",            5 star,          ,            ,              37%,            ,",58.0,master spanish learn spanish word power this audiobook completely new way learn spanish vocabulary fast free start speaking spain spanish minute powerful learning method master audiobook,3
Stop Smoking with Allen Carr: Plus a Unique 70 Minute Seminar Delivered by the Author,Allen Carr,4.0,16.5,569.0,3,Personal Development & Self-Help,342.0,ideal listening car whilst traveling new updated version globally book the easy way stop smoking also includes unique minute seminar delivered author,3
How to Enjoy Your Life and Your Job,Dale Carnegie,4.3,306.0,668.0,1,Personal Development & Self-Help,333.0,even love work probably day almost nothing go right author dale carnegie show make every day exciting rewarding get done fun,3
Words That Change Minds: The 14 Patterns for Mastering the Language of Influence,Shelle Rose Charvet,4.4,564.0,668.0,2,Analysis & Strategy,598.0,learn master influential language get want without manipulating,3
"67 Hot Explicit Erotic Sex Stories: Swingers, BDSM, Spanking, Bisexual, Paranormal Threesomes, BBW Erotica, Lesbian First Time, Medical, Gangbangs and Much More...",Ashley Winters,4.0,5.0,1003.0,741,Erotic Fiction,1368.0,in hot enticing mega collection filled filthy erotic story experience swinger werewolf bdsm spanking vampire bisexual l paranormal threesome big beautiful woman erotica lesbian first time medical gangbangs much much,2
"Lead with a Story: A Guide to Crafting Business Narratives That Captivate, Convince, and Inspire",Paul Smith,4.3,170.0,836.0,1,Organisational Behaviour,651.0,storytelling come age business world today many successful company use storytelling leadership tool at nike senior executive designated corporate storyteller banned bullet point year ago replaced process writing strategic narrative procter gamble hired hollywood director teach executive storytelling technique some business school even added storytelling course management curriculum the reason simple story ability engage audience way logic bullet point alone never could whether trying communicate vision sell idea inspire commitment storytelling powerful business tool mean difference mediocre result phenomenal success,3
Power vs. Force: The Hidden Determinants of Human Behavior,Dr. David R. Hawkins,4.6,298.0,1148.0,1,Textbooks & Study Guides,490.0,analyzing basic nature human thought consciousness author make available everyone key penetrating last barrier advancement civilization science resolving crucial human dilemma instantly determine truth falsehood statement supposed fact,3
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.8,3479.5,1338.0,1,African American Demographic Studies,1360.0,national book critic circle award nonfiction,1
The Leadership Sutra: An Indian Approach to Power,Devdutt Pattanaik,4.5,38.0,233.0,2,Leadership,159.0,durga goddess power hinduism well buddhism jainism her name derived word fortress durg she goddess king she ride lion king jungle symbol royalty everywhere china england,3
SPQR: A History of Ancient Rome,Mary Beard,4.4,1960.5,569.0,2,Textbooks & Study Guides,1110.0,ancient rome matter it history empire conquest cruelty excess something still judge it myth story romulus remus rape lucretia still strike chord u and debate citizenship security right individual still influence debate civil liberty today,3
"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,4.3,3130.5,937.0,1,g & Commentary,770.0,it elizabeth gilbert sobbing bathroom floor she husband house trying baby want a bitter divorce turbulent love affair later emerges battered bewildered realises time pursue journey search three thing missing pleasure devotion balance,3
Tatalog,Harish Bhat,3.8,12.0,1005.0,784,Analysis & Strategy,352.0,tatalog present eight riveting hitherto untold story strategic operational challenge tata company faced past two decade forward thinking determination raised brand new height from tata indica first completely indian car jewelry brand tanishq tata finance survived several tribulation tatalog written tata insider reveals dna every tata enterprise combination pioneering purposive principled perfect,2
Creative Visualization,Shakti Gawain,4.6,381.5,398.0,828,Personal Success,180.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
The Harbinger II: The Return,Jonathan Cahn,4.8,303.0,586.0,1,Religious & Spiritual Fiction,614.0,are unprecedented crisis time sign warning coming judgment doe ancient mystery hold secret event time future america world is mystery even behind shaking overtaken world america how much time left,3
One Small Step Can Change Your Life: The Kaizen Way to Success,Dr. Robert Maurer,4.6,670.0,1774.0,890,Analysis & Strategy,437.0,the kaizen way change life,3
Close to the Bone,Lisa Ray,4.5,102.5,1003.0,1,Biographies & Autobiographies (Books),950.0,a thrilling journey inwards much outwards a freida pinto,3
The Witches,Roald Dahl,4.8,12.0,615.0,359,Children's Literature & Fiction (Books),268.0,brought penguin,4
HBR Guide to Better Business Writing,Harvard Business Review,4.45,333.0,501.0,1,ess Careers,240.0,do let writing hold back,3
"Dark Psychology and Manipulation: For a Better Life: The Ultimate Guide to Learning the Art of Persuasion, Emotional Influence, NLP Secrets, Hypnosis, Body Language, and Mind Control Techniques",Brandon Goleman,4.1,72.0,501.0,1,Personal Development & Self-Help,205.0,if want know deeply going deepen emotional intelligence live happy fulfilled life keep reading,3
"Goodbye Parkinson’s, Hello Life!: The Gyro-Kinetic Method for Eliminating Symptoms and Reclaiming Your Good Health",Alex Kerten,4.2,115.0,469.0,141,"d, Body & Spirit",228.0,parkinson disease disorder central nervous system affect million people america million worldwide in goodbye parkinson hello life alex kerten present breakthrough holistic technique combine dance therapy behavior modification martial art prove life beyond diagnosis pd,3
Gardens of the Moon: The Malazan Book of the Fallen 1,Ralph Lister,4.1,1406.5,1093.0,2,Contemporary Fiction (Books),1562.0,random house present audiobook edition garden moon the malazan book fallen steven erikson read ralph lister,0
Olympus: An Indian Retelling of the Greek Myths,Devdutt Pattanaik,4.3,167.0,879.0,626,"Myths, Legends & Sagas",503.0,is connection greek hindu mythology doe something common root or maybe exchange idea century followed arrival alexander great greek emissary travelled kingdom mathura magadha,3
Forgiveness & Loving the Inner Child,Louise L. Hay,4.4,67.0,257.0,2,Personal Development & Self-Help,29.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
Fifty Shades Darker: Book Two of the Fifty Shades Trilogy,E. L. James,4.3,20816.5,1093.0,2,Contemporary Fiction (Books),1189.0,for loved fifty shade grey second instalment less enthralled immerse james sinfully debauched world,3
Ashadh ka Ek Din [Free One Day],Mohan Rakesh,-1.0,267.25,501.0,2,Plays,211.0,this hindi play mohan rakesh debuted considered first modern hindi play the play received sangeet natak akademi award best play,3
"Ask and It Is Given, Volume 1: The Law of Attraction",Jerry Hicks,-1.0,267.25,562.0,2,Personal Development & Self-Help,212.0,a listen come understand universal law govern reality influence relationship health issue finance career concern it birthright live life filled everything good audio program show make every way,3
"Stealing Fire: How Silicon Valley, the Navy SEALs, and Maverick Scientists Are Revolutionizing the Way We Live and Work",Steven Kotler,4.4,502.0,11862.0,1,Technology & Society,504.0,the author bold the rise superman explore altered state consciousness ignite passion fuel creativity accelerate problem solving groundbreaking book vein daniel pink drive charles duhigg smarter faster better,3
Conscious Business,Fred Kofman,-1.0,267.25,1406.0,2,ess Management,581.0,in conscious business join visionary teacher founder leading learning community master skill,3
The Last Juror,John Grisham,4.5,951.5,410.0,2,Suspense,355.0,the murderer danny padgitt tried packed courtroom clanton mississippi the trial came startling dramatic end defendant threatened revenge juror convicted nevertheless found guilty sentenced life prison but mississippi necessarily mean nine year later danny padgitt managed get paroled he returned ford county retribution began,3
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,4.7,1833.0,569.0,2,Family & Relationships,581.0,life hard lover cheat lose family member pay bill and great hottest sex life get plum job muster courage write novel sugar online columnist the rumpus revealed cheryl strayed author memoir wild person thousand turn advice tiny beautiful thing gather best dear sugar one place includes column new introduction steve almond rich humor insight compassion absolute honesty book balm everything life throw way,3
Honoring the Self: The Pyschology of Confidence and Respect,Nathaniel Branden PhD,4.4,130.5,1774.0,2,"d, Body & Spirit",424.0,tell person judge say pioneering psychologist nathaniel branden i tell person operates work love sex parenting every important aspect existence high likely rise the reputation single important factor fulfilling life,3
Jeeves in the Offing,Ian Carmichael,4.6,63.5,467.0,2,Humour (Books),288.0,jeeves holiday herne bay away world cave bertie wooster for start astonished read the time engagement mercurial bobbie wickham then brinkley court aunt dahlia establishment find awful former head master attendance ready award prize market snodsbury grammar school and finally brinkley butler turn reason bertie nemesis disguise brain surgeon sir roderick glossop,3
"The Spy Chronicles: RAW, ISI and the Illusion of Peace",A.S Dulat,3.9,275.0,668.0,2,Textbooks & Study Guides,513.0,sometime series dialogue took place set find meeting ground even illusion dulat asad durrani one former chief raw india external intelligence agency isi pakistani counterpart a could meet home country conversation guided journalist aditya sinha took place city like istanbul bangkok kathmandu,3
Bol Bachchan [Speak Bachchan],Rupesh Dubey,5.0,5.0,668.0,2,Biographies & Autobiographies (Books),328.0,author rupesh dubey delf life indian cinema superstar amitabh bachchan compelling compilation incident journey cinema dialogue film lesson life an inspiring motivating audiobook draw success mantra life work actor describing book author go back early struggle bachchan connecting deepest aspiration what success happiness precede follow success he reflects question digging deeper trial tribulation bachchan rise fame in conversational style writer cite example everyday life invite listener think sharing thought wisdom friend he point indian cinema film star cast easily land producer distributor date theatrical release even draw advance booking similarly happiness superstar say through audiobook explains take control destiny producer director star life bachchan life provides insight one persevere hope despair challenge opportunity what learn personal journey image screen,3
The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,4.7,1041.0,888.0,2,Free Enterprise,1337.0,penguin present audiobook edition the shock doctrine naomi klein read katherine fenton,0
Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,Brené Brown,4.7,2599.0,615.0,2,Personal Development & Self-Help,252.0,random house present audiobook edition braving wilderness written read brené brown,0
Ramayana,Ram Dass,1.9,2.0,562.0,1,Christianity (Books),267.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
The Organized Mind: Thinking Straight in the Age of Information Overload,Daniel Levitin,4.3,583.0,1025.0,2,Earth Sciences Books,969.0,no description available,3
Entrepreneur 5 P.M. to 9 A.M.: Launching a Profitable Start-Up Without Quitting Your Job,Kanth Miriyala,4.0,125.0,501.0,2,ess Management,181.0,you job idea business what,3
Kashmirnama (Hindi Edition),Ashok Kumar Pandey,4.5,173.0,1171.0,1,Asian History (Books),1280.0,ashok kumar pandey hindi poet writer his recent book kashmirnama praised reputed historian well general audience,3
The Power is Within You,Louise L. Hay,4.7,742.0,703.0,969,Personal Success,430.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
A Room of One's Own: Penguin Classics,Virginia Woolf,4.4,634.0,615.0,1,Society & Culture (Books),257.0,brought penguin,4
Meditations,Marcus Aurelius,4.3,6590.5,99.0,1,Textbooks & Study Guides,407.0,written greek without intention publication roman emperor also philosopher meditation marcus aurelius ad offer remarkable series challenging spiritual reflection exercise developed emperor struggled understand make sense universe,3
The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,4.3,276.5,569.0,3,Biographies & Autobiographies (Books),493.0,what mean lonely how live intimately engaged another human how connect people,3
Beyond Mars and Venus: Relationship Skills for Today's Complex World,John Gray,4.6,144.0,668.0,2,Love & Romance,584.0,for year john gray men are mar woman are venus helped couple deepen intimacy rejuvenate love life men woman revealed communicate differently might well different planet by learning speak language million people dramatically improved even saved relationship,3
Amnesty,Aravind Adiga,4.1,34.5,645.0,3,Literary Fiction,513.0,a riveting suspenseful exuberant novel booker author the white tiger young illegal immigrant must decide whether report crucial information murder risk deportation,3
After,Anna Todd,4.2,353.0,497.0,2,Romance (Books),941.0,ambiziosa riservata e con un ragazzo perfetto che casa tessa ama pensare di avere il controllo della sua vita al primo anno di college il suo futuro sembra già segnato una laurea un buon lavoro un matrimonio felice sembra perché tessa fa malapena tempo mettere piede nel campus che subito hardin e da allora niente è più come prima,3
Dare to Lead,Brené Brown,4.7,3414.5,888.0,446,Analysis & Strategy,490.0,brought penguin,4
"The Unavailable Father: Seven Ways Women Can Understand, Heal, and Cope with a Broken Father-Daughter Relationship",Sarah S. Rosenthal,3.4,22.0,603.0,2,Personal Success,364.0,strategy overcoming damaged relationship,3
The Grand Design,Stephen Hawking,4.5,1431.0,615.0,218,Textbooks & Study Guides,272.0,in last year life albert einstein searched unified theory theory could describe force nature single framework but time right discovery einstein day,3
Comparative Literature: A Very Short Introduction,Ben Hutchinson,4.9,12.0,501.0,3,"Literary Theory, History & Criticism",296.0,from colonial century postcolonial culture war century attempt comparison defined international agenda literature but comparative literature ambitious reader looking stretch usually intrigued concept uncertain implication and rightly many way even professional agree single term calling comparative english compared french comparing german the term approached comparatively open pandora box cultural difference,3
The Secret to Attracting Money,Joe Vitale,4.1,18.0,1439.0,3,"d, Body & Spirit",368.0,attract money prosperity ease using awesome power law attraction,3
The 1% Rule: How to Fall in Love with the Process and Achieve Your Wildest Dreams,Tommy Baker,4.45,333.0,501.0,2,Personal Development & Self-Help,262.0,in microwave world led believe success right around corner it working,3
Lead the Field,Earl Nightingale,4.7,58.0,1003.0,2,Textbooks & Study Guides,243.0,profit program president lead field,3
The Haunting of Hill House,Shirley Jackson,4.3,2566.5,585.0,2,Horror (Books),447.0,past rusted gate untrimmed hedge hill house brood,3
Candide,Voltaire,4.3,861.0,32.0,2,Literary Fiction,257.0,candide delightful story filled boundless misadventure tackling great philosophical issue enlightenment era the story candide young man illegitimate nephew german baron resides when discovered kissing baron beautiful daughter thrown castle experience horror war poverty maliciousness man hypocrisy church,2
"The Magician: The Secrets of the Immortal Nicholas Flamel, Book 2",Michael Scott,4.7,561.0,1105.0,1,Children's Action & Adventure,658.0,nicholas flamel appeared rowling harry potter know really lived and secret safe discover truth book two new york time series secret immortal nicholas flamel,2
The Seven Basic Plots: Why We Tell Stories,Christopher Booker,4.3,192.0,1172.0,2,Society & Culture (Books),2338.0,this remarkable monumental book last provides comprehensive answer riddle whether small number basic story world using wealth example ancient myth folk tale via play novel great literature popular movie tv soap opera today reveals seven archetypal theme recur throughout every kind storytelling,2
Esther Perel: Audible Sessions: FREE Exclusive Interview,Holly Newson,-1.0,267.25,0.0,65,Biographies of Authors,14.0,joining u audible studio discus series where should we begin esteemed psychotherapist esther perel,3
Mind Without Fear,Rajat Gupta,4.5,154.0,836.0,2,Biographies & Autobiographies (Books),668.0,for nine year rajat gupta led mckinsey first person head world influential management consultancy he also driving force behind major initiative indian school business public health foundation india a globally respected figure sat board distinguished philanthropic institution gate foundation global fund fight aid tuberculosis malaria corporation including goldman sachs american airline procter gamble,3
"Dog Days: Diary of a Wimpy Kid, Book 4",Jeff Kinney,4.5,2666.5,410.0,990,Children's Literature & Fiction (Books),148.0,brought puffin,4
The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,4.6,1180.0,670.0,2,United States History (Books),574.0,with map compass ax head homemade knife week supply food compatriot spent year making way foot british india mile forbidding terrain earth they braved himalaya desolate siberian tundra icy river great gobi desert always hair breadth death finally arriving rawicz reenlisted polish army fight german,3
The 12 Week Year: Get More Done in 12 Weeks Than Others Do in 12 Months,Brian P. Moran,4.7,1120.5,656.0,2,Textbooks & Study Guides,317.0,the guide shortening execution cycle one year week,3
The Facebook Effect: The Inside Story of the Company That Is Connecting the World,David Kirkpatrick,4.4,145.0,836.0,2,E-Commerce,938.0,in little half decade facebook gone novelty company million user essential part social life teenager hundred million adult worldwide a facebook spread around globe creates surprising effect even becoming instrumental political protest,3
The Deep Learning Revolution,Terrence J. Sejnowski,4.1,29.0,586.0,1,Computer Science Books,485.0,how deep learning google translate driverless car personal cognitive assistant changing life transforming every sector economy,3
Transcend: The New Science of Self-Actualization,Scott Barry Kaufman,4.7,74.0,1005.0,2,Personal Development & Self-Help,614.0,a bold reimagining maslow famous hierarchy need new insight realizing full potential living creative fulfilled connected life,3
Renewal: A Little Book of Courage & Hope,Eknath Easwaran,4.5,2.0,163.0,2,Spirituality (Books),83.0,this collection short reading includes story east west inspiration gandhi world saint spiritual insight practical idea adopt today matter faith philosophy lifestyle,2
Who Says Elephants Can't Dance?: Inside IBM's Historic Turnaround,Louis V. Gerstner Jr.,4.4,218.0,10873.0,2,Computers & Internet,509.0,enter lou gerstner the presumption gerstner joined ibm preside continued dissolution confederation autonomous business unit effectively eliminating corporation invented many industry important technology instead gerstner took hold company making bold decision keep together defiantly announcing the last thing ibm need right vision,3
You Are the Best Friend ,Ajay K Pandey,4.6,1252.5,668.0,2,Anthologies (Books),329.0,is happy ending ajay time around,3
What to Expect the First Year,Heidi Murkoff,4.7,2952.0,1673.0,409,Family & Relationships,2207.0,some thing baby happily never change they still arrive warm cuddly soft smelling impossibly sweet but mom dad care brand new bundle baby joy world guide instruction baby come totally in audio audible first time ever what expect first year brought life engaging comforting narration author heidi murkoff accompanied full cast audio talent heidi enlivens empathetic advice practical tip reassuring support make first year definitive baby bible best anywhere cheering long night sometimes longer day cry jag gas blowout diaper nap strike breastfeeding struggle stuffy nose teething much,3
"Mental Toughness: Train Your Brain: Imрrоvе Fосuѕ, Brаin Ѕесrеtѕ, Реаk Реrfоrmаnсе, Hоw Сhаmрiоnѕ Think, Сritiсаl Thinking, Ѕеlf-Соnfidеnсе, Роwеrful Hаbitѕ, Mеntаl Rеѕiliеnсе Likе a Sраrtаn",G. S. Baker,4.05,16.5,501.0,3,Analysis & Strategy,184.0,if choose right decision every single day life without getting stress anxiety goal becoming strong person keep reading,3
The Seed of Compassion: Lessons from the Life and Teachings of His Holiness the Dalai Lama,His Holiness Dalai Lama,4.5,23.5,410.0,3,"Children's Family, Personal & Social Issues (Books)",14.0,brought puffin,4
7 Secrets of the Goddess: The Hindu Trinity Series,Devdutt Pattanaik,4.4,111.0,501.0,2,Christianity (Books),278.0,lakshmi massage vishnu foot is male domination,3
The Beekeeper of Aleppo: A Moving Testament to the Human Spirit,Christy Lefteri,4.6,2071.5,1025.0,1,Contemporary Fiction (Books),517.0,shortlisted audiobook year the british book award,1
"Good Morning, Good Life: 5 Simple Habits to Master Your Mornings and Upgrade Your Life",Amy Schmittauer Landino,4.7,177.0,668.0,2,Personal Development & Self-Help,300.0,not morning person not problem i want wake term one else,3
The 5 Levels of Leadership: Proven Steps to Maximize Your Potential,John C. Maxwell,4.8,775.0,500.0,2,ess,433.0,fuel success grow team every level leadership true leadership matter certain job title in fact chosen position first five level every effective leader achieves to become bos people follow required master ability invest people inspire to grow role must achieve result build team produce,3
Secrets of the Millionaire Mind in Turbulent Times,T. Harv Eker,-1.0,267.25,1774.0,2,Personal Development & Self-Help,493.0,now economy always booming,3
Cinderella,Charles Perrault,-1.0,267.25,151.0,2,"Myths, Legends & Sagas",50.0,in classic child tale triumph adversity cinderella condemned life servitude uncaring stepmother constant torment jealous stepsister throughout suffering cinderella maintains kindness one day rewarded meeting true love handsome prince,3
The Outward Mindset: Seeing Beyond Ourselves,The Arbinger Institute,4.7,320.5,501.0,2,Leadership,262.0,the arbinger institute helped million book leadership the anatomy peace their newest book the outward mindset reflects latest research experience offer new intuitive way teach people implement mindset change scale across organization incredible effect,3
Originals: How Non-Conformists Change the World,Adam Grant,4.5,1346.0,888.0,622,Leadership,601.0,the new york time author examines people drive creative moral organisational progress leader encourage originality organisation,2
"Why Zebras Don't Get Ulcers: The Acclaimed Guide to Stress, Stress-Related Diseases, and Coping - Now Revised and Updated",Robert M. Sapolsky,4.6,776.5,1289.0,2,Personal Development & Self-Help,1036.0,now third edition robert sapolsky acclaimed successful why zebra do get ulcer feature new chapter stress affect sleep addiction well new insight anxiety personality disorder impact spirituality managing stress,3
Aapka Bhavishya Aapke Haath Mein [Forge Your Future],A P J Abdul Kalam,4.5,137.5,668.0,3,"d, Body & Spirit",405.0,despite fact i spent childhood rameswaram isolated island south india i could get educated find job overcome many obstacle become president country if i could overcome hardship achieve i anyone else,3
Anthem,Ayn Rand,4.3,877.5,32.0,2,Science Fiction (Books),124.0,anthem set distant collectivist future every form emblem individualism erased society reverted preindustrial level in novella many writing ayn dramatizes philosophy objectivism main character it hero scientist world pursuit knowledge crime struggle established society discover meaning individual freedom,3
Anthem,Ayn Rand,4.35,501.5,402.5,4,Dystopian Science Fiction,123.0,equality young man yearns understand science thing life bleak dystopian future independent thought crime science technology regressed primitive level,3
The Bastard Billionaire,Jessica Lemmon,4.7,94.0,469.0,5,Romance (Books),568.0,a billionaire bad boy novel,3
The Family Upstairs,Lisa Jewell,4.5,4256.5,888.0,1,Crime Fiction,577.0,brought penguin,4
Chicken Soup for the Unsinkable Soul: Inspirational Stories of Overcoming Life's Challenges,Jack Canfield,4.2,23.0,668.0,1,Personal Success,492.0,jack canfield mark victor hansen joined heather mcnamara senior editor series unforgettable collection inspiring uplifting story sure become favorite reader love chicken soup story overcoming life obstacle challenge heartbreak pain book emphasizes triumph face overwhelming odds a timeless testament indomitable human spirit collection sure encourage support comfort inspire reader year come,2
Frankenstein,Mary Shelley,4.4,3633.5,836.0,2,Horror (Books),515.0,audie award finalist solo narration male,1
Mumbai Avengers,S. Hussain Zaidi,3.8,147.0,836.0,3,"Crime, Thriller & Mystery (Books)",615.0,retribution,3
The Dip,Seth Godin,4.3,895.5,266.0,2,ess Motivation & Self-Improvement,92.0,and find asking goal even worth hassle maybe dip temporary setback overcome keep pushing but maybe really never get better matter hard try,3
Memory Improvement: How to Improve Your Memory in Just 30 Days,Ron White,4.4,103.5,93.0,2,Personal Development & Self-Help,259.0,have ever walked room could remember went have ever grasped hand potential client handshake broke name seemed disappear memory or ever left prospect important meeting drove away remembered key point shared,3
The Pregnant King,Devdutt Pattanaik,4.5,140.0,1005.0,2,Theology & Philosophy of Religion,677.0,i sure i man said yuvanashva i created life outside men but i also created life inside woman what make will body mine fetter free,3
Designing Your Life,Bill Burnett,4.6,902.5,683.0,1,Stress Management,378.0,whether older many u still looking answer perennial question i want i grow,3
Making the Gods Work for You: The Astrological Language of the Psyche,Caroline W. Casey,4.6,31.5,410.0,2,Astrology (Books),189.0,in ancient time study heaven study psyche comprised single science astrology leading jung describe first form psychology in making god work you learn archetypal force symbolized planet god help create change life world,3
2 States: The Story of My Marriage,Chetan Bhagat,4.4,1077.0,568.0,2,Anthologies (Books),503.0,love marriage around world simple boy love girl girl love boy they get married,3
Metahuman: Unleashing Your Infinite Potential,Dr Deepak Chopra,4.6,509.0,888.0,779,Religion & Spirituality (Books),762.0,brought penguin,4
Everything You Ever Wanted to Know about Bureaucracy But Were Afraid to Ask,T. R. Raghunandan,4.5,45.0,879.0,3,Essays (Books),525.0,whatever fault indian bureaucracy accused bias come confounding deal veteran insider return petition retirement clueless function freshly minted supplicant outsider case little knowledge responsible navigate critical proposal treacherous shoal secretariat,3
